-- CONFIGURATIONS
--- data_type: 3 1
--- train/test: 3057/898
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_3_1_3057_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 3057/3057, loss 0.187, time elapsed(min) 0.12
--- training epoch 429, lr 0.000050, processed 3057/3057, loss -0.495, time elapsed(min) 0.12
--- training epoch 439, lr 0.000050, processed 3057/3057, loss -0.491, time elapsed(min) 0.13
--- training epoch 449, lr 0.000050, processed 3057/3057, loss -0.493, time elapsed(min) 0.12
--- training epoch 459, lr 0.000005, processed 3057/3057, loss -0.498, time elapsed(min) 0.12
--- training epoch 469, lr 0.000005, processed 3057/3057, loss -0.499, time elapsed(min) 0.12
--- training epoch 479, lr 0.000005, processed 3057/3057, loss -0.498, time elapsed(min) 0.12
--- training epoch 489, lr 0.000005, processed 3057/3057, loss -0.502, time elapsed(min) 0.12
--- training epoch 499, lr 0.000005, processed 3057/3057, loss -0.496, time elapsed(min) 0.12
training terminated at epoch 499
-- RESULT
--- test size: 898
--- MAE: 6.070, RMSE: 9.841, R2: 0.870, Spearman: 0.554
