-- CONFIGURATIONS
--- data_type: 2 0
--- train/test: 4032/1728
--- max no. reactants: 14
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_2_0_4032_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 4032/4032, loss 0.381, time elapsed(min) 0.30
--- training epoch 459, lr 0.000005, processed 4032/4032, loss -0.442, time elapsed(min) 0.30
--- training epoch 469, lr 0.000005, processed 4032/4032, loss -0.442, time elapsed(min) 0.30
--- training epoch 479, lr 0.000005, processed 4032/4032, loss -0.447, time elapsed(min) 0.30
--- training epoch 489, lr 0.000005, processed 4032/4032, loss -0.441, time elapsed(min) 0.30
--- training epoch 499, lr 0.000005, processed 4032/4032, loss -0.444, time elapsed(min) 0.30
--- training epoch 509, lr 0.000005, processed 4032/4032, loss -0.447, time elapsed(min) 0.30
--- training epoch 519, lr 0.000005, processed 4032/4032, loss -0.442, time elapsed(min) 0.30
--- training epoch 529, lr 0.000005, processed 4032/4032, loss -0.443, time elapsed(min) 0.30
--- training epoch 539, lr 0.000005, processed 4032/4032, loss -0.445, time elapsed(min) 0.30
--- training epoch 549, lr 0.000005, processed 4032/4032, loss -0.440, time elapsed(min) 0.30
--- training epoch 559, lr 0.000005, processed 4032/4032, loss -0.442, time elapsed(min) 0.30
--- training epoch 569, lr 0.000005, processed 4032/4032, loss -0.444, time elapsed(min) 0.30
--- training epoch 579, lr 0.000005, processed 4032/4032, loss -0.446, time elapsed(min) 0.30
--- training epoch 589, lr 0.000005, processed 4032/4032, loss -0.447, time elapsed(min) 0.30
--- training epoch 599, lr 0.000005, processed 4032/4032, loss -0.444, time elapsed(min) 0.30
--- training epoch 609, lr 0.000005, processed 4032/4032, loss -0.441, time elapsed(min) 0.30
--- training epoch 619, lr 0.000005, processed 4032/4032, loss -0.450, time elapsed(min) 0.29
--- training epoch 629, lr 0.000005, processed 4032/4032, loss -0.447, time elapsed(min) 0.30
--- training epoch 639, lr 0.000005, processed 4032/4032, loss -0.444, time elapsed(min) 0.30
--- training epoch 649, lr 0.000005, processed 4032/4032, loss -0.446, time elapsed(min) 0.30
--- training epoch 659, lr 0.000005, processed 4032/4032, loss -0.443, time elapsed(min) 0.30
--- training epoch 669, lr 0.000005, processed 4032/4032, loss -0.449, time elapsed(min) 0.30
--- training epoch 679, lr 0.000005, processed 4032/4032, loss -0.446, time elapsed(min) 0.30
--- training epoch 689, lr 0.000005, processed 4032/4032, loss -0.442, time elapsed(min) 0.30
--- training epoch 699, lr 0.000005, processed 4032/4032, loss -0.445, time elapsed(min) 0.31
--- training epoch 709, lr 0.000005, processed 4032/4032, loss -0.443, time elapsed(min) 0.30
--- training epoch 719, lr 0.000005, processed 4032/4032, loss -0.448, time elapsed(min) 0.30
--- training epoch 729, lr 0.000005, processed 4032/4032, loss -0.445, time elapsed(min) 0.30
--- training epoch 739, lr 0.000005, processed 4032/4032, loss -0.447, time elapsed(min) 0.30
--- training epoch 749, lr 0.000005, processed 4032/4032, loss -0.444, time elapsed(min) 0.30
--- training epoch 759, lr 0.000005, processed 4032/4032, loss -0.443, time elapsed(min) 0.30
--- training epoch 769, lr 0.000005, processed 4032/4032, loss -0.448, time elapsed(min) 0.30
--- training epoch 779, lr 0.000005, processed 4032/4032, loss -0.443, time elapsed(min) 0.30
--- training epoch 789, lr 0.000005, processed 4032/4032, loss -0.447, time elapsed(min) 0.30
--- training epoch 799, lr 0.000005, processed 4032/4032, loss -0.445, time elapsed(min) 0.30
training terminated at epoch 799
-- RESULT
--- test size: 1728
--- MAE: 6.108, RMSE: 9.333, R2: 0.887, Spearman: 0.456
