-- CONFIGURATIONS
--- data_type: 1 0
--- train/test: 2767/1188
--- max no. reactants: 6
--- max no. products: 1
--- use_saved: False
--- model_path: ./model/finetuned/model_1_0_2767_27407.pt
variable project_node_feats.0.weight loaded!
variable project_node_feats.0.bias loaded!
variable project_edge_feats.0.weight loaded!
variable project_edge_feats.0.bias loaded!
variable gnn_layers.0.eps loaded!
variable gnn_layers.0.apply_func.0.weight loaded!
variable gnn_layers.0.apply_func.0.bias loaded!
variable gnn_layers.0.apply_func.2.weight loaded!
variable gnn_layers.0.apply_func.2.bias loaded!
variable gnn_layers.1.eps loaded!
variable gnn_layers.1.apply_func.0.weight loaded!
variable gnn_layers.1.apply_func.0.bias loaded!
variable gnn_layers.1.apply_func.2.weight loaded!
variable gnn_layers.1.apply_func.2.bias loaded!
variable gnn_layers.2.eps loaded!
variable gnn_layers.2.apply_func.0.weight loaded!
variable gnn_layers.2.apply_func.0.bias loaded!
variable gnn_layers.2.apply_func.2.weight loaded!
variable gnn_layers.2.apply_func.2.bias loaded!
variable sparsify.0.weight loaded!
variable sparsify.0.bias loaded!
variable sparsify.1.weight loaded!
Successfully loaded pretrained model!
-- TRAINING
--- training epoch 9, lr 0.000500, processed 2767/2767, loss 0.371, time elapsed(min) 0.11
--- training epoch 729, lr 0.000005, processed 2767/2767, loss -0.466, time elapsed(min) 0.10
--- training epoch 739, lr 0.000005, processed 2767/2767, loss -0.464, time elapsed(min) 0.11
--- training epoch 749, lr 0.000005, processed 2767/2767, loss -0.463, time elapsed(min) 0.11
--- training epoch 759, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 769, lr 0.000005, processed 2767/2767, loss -0.461, time elapsed(min) 0.11
--- training epoch 779, lr 0.000005, processed 2767/2767, loss -0.465, time elapsed(min) 0.11
--- training epoch 789, lr 0.000005, processed 2767/2767, loss -0.473, time elapsed(min) 0.11
--- training epoch 799, lr 0.000005, processed 2767/2767, loss -0.466, time elapsed(min) 0.11
training terminated at epoch 799
-- RESULT
--- test size: 1188
--- MAE: 3.053, RMSE: 4.670, R2: 0.971, Spearman: 0.427
